lat0,lon0,tmin_C__after_2000,tmin_C__before_2000,tmax_C__after_2000,tmax_C__before_2000,vpd__after_2000,vpd__before_2000,duration__after_2000,duration__before_2000,intensity__after_2000,intensity__before_2000,frequency__after_2000,frequency__before_2000,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-26.0,27.25,9.841036155007124,8.806980133056664,31.456902878005806,29.95045649210614,1.156449845708672,0.9462669109930998,3.88,3.5454545454545454,0.6968967861362866,0.5578456656499342,0.4666666666666667,0.21666666666666667,1.0340560219504606,1.5064463858996646,0.21018293471557226,0.3345454545454545,0.13905112048635238,0.25
-26.0,27.5,11.564710186054203,10.642891438802106,30.913726648107772,29.97255096435549,0.9545206204035604,0.855248176545875,4.65,3.533333333333333,0.6162691625456015,0.47570311427116396,0.4,0.26666666666666666,0.9218187472520967,0.9411756837522809,0.09927244385768541,1.1166666666666671,0.14056604827443753,0.13333333333333336
-26.0,28.25,9.311437274883342,8.450020853678408,30.77617817668174,29.501052347819034,1.0247103572584875,0.8626249865210286,3.8620689655172415,3.5,0.7459087823667834,0.6378449729897759,0.5333333333333333,0.23333333333333334,0.8614164212049342,1.2751258288627056,0.16208537073745888,0.36206896551724155,0.10806380937700744,0.3
-26.0,28.5,9.118347405768082,8.303357442220074,30.635370665711264,29.443311564127626,0.9725474724200138,0.8314861338311712,3.967741935483871,3.5454545454545454,0.721522436449022,0.6728227386871973,0.5866666666666667,0.25,0.8149899635480082,1.192059101583638,0.14106133858884262,0.4222873900293256,0.0486996977618247,0.33666666666666667
-26.0,29.25,10.60187564205816,9.741116841634136,30.100951791738556,29.05475336710614,0.8014620059257764,0.7267442398189476,3.9166666666666665,3.4,0.6439930981686038,0.5596109870821238,0.5466666666666666,0.2833333333333333,0.8607588004240228,1.046198424632415,0.07471776610682879,0.5166666666666666,0.08438211108648008,0.2633333333333333
-26.0,29.5,8.464581615893895,7.5492113749186425,30.1264969862901,28.65048777262372,0.8535325941900482,0.7200190931678184,3.6206896551724137,3.4,0.7157242159391272,0.6097981750965118,0.49333333333333335,0.2833333333333333,0.9153702409752524,1.47600921366638,0.1335135010222298,0.2206896551724138,0.10592604084261537,0.21000000000000002
-26.0,29.75,8.316417386934377,7.383214823404971,29.85301133192981,28.348759969075545,0.8217066082570955,0.6894730295042505,3.55,3.45,0.6790813601786091,0.6035861939191818,0.48,0.18333333333333332,0.9332025635294068,1.5042513628542658,0.13223357875284503,0.09999999999999964,0.07549516625942732,0.29666666666666663
-25.75,26.0,10.669524789785433,9.77326812744143,33.17094346083606,31.943999735514346,1.4089209022667164,1.1871339035588861,4.0,3.8823529411764706,0.7510779446789196,0.6330588858793763,0.44,0.2833333333333333,0.8962566623440029,1.2269437253217106,0.22178699870783025,0.11764705882352944,0.11801905879954333,0.15666666666666668
-25.75,26.25,10.370324707031273,9.344629414876325,32.30848242028969,30.957186126709008,1.3240951913188637,1.1016572692380282,4.125,3.6666666666666665,0.6918204953273137,0.6366866439580917,0.4533333333333333,0.26666666666666666,1.025695292154948,1.3512962935806847,0.22243792208083546,0.4583333333333335,0.055133851369222,0.18666666666666665
-25.75,28.25,12.078683868011893,11.341971079508486,31.65026978331729,30.923416900634788,0.9930327083995056,0.9296721201537047,3.76,3.4,0.7604584797070577,0.5608909432776272,0.5466666666666666,0.26666666666666666,0.7367127885034073,0.726852882682504,0.06336058824580093,0.3599999999999999,0.19956753642943048,0.27999999999999997
